Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Cause Description,Type,geometry,Accident_Date,Matched_Heat_EPISODE_IDs_NWS_Forecast_Zones,Matched_Heat_EPISODE_IDs_Climate_Divisions,Matched_Heat_EPISODE_IDs_County_Warning_Areas,Matched_Heat_EPISODE_IDs_States
WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",2012,D756812,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WSORD75681220120704,12,7,,,,,,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",D756812,12,7,,4,07/04/2012,2:35 PM,1,Derailment,0,0,0,0,COTTAGEGROVE,,,COTTAGE GROVE,72.7,55,WI,WISCONSIN,25,DANE,4,104,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,1,0.28984,4.0,West,1.0,Freight Train,Yes,L468,9,Recorded,9,2835,2,Not Signaled,,Yard/Restricted Limits,L,Special Instructions,,,,,0.0,Not a remotely controlled operation,WSOR,17109.0,17,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,6,0,0,0,0,60460,17333,77793,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,7.0,35.0,7.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,43.043128,-89.133501,"WESTBOUND TRAIN WAS OPERATING WHEN AMBIENT TEMPERATURE WAS IN EXCESS OF 100 DEGREES, WHEN TRACK KINKED UNDER TRAIN, DERAILING SIX CARS.  

LATITUDE 43.043128  
LONGITUDE -089.133501",Main,1,2,2,1,WSORD756812201207,WSORD756812201207,Shortline,Class 2,SMT-8 - Short Line West,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",Watco,,,,,,,Shortline,Class 2,SMT-8 - Short Line West,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",Watco,POINT (-89.133501 43.043128),T109: Track alignment irregular (sun kink / heat),2,POINT (-89.133501 43.043128),2012-07-04,67352,"67352, 67352, 67352, 67352, 67352, 67352","67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352","66302, 66302, 66302, 66302, 66302, 66302, 66302, 66302, 66302, 66302, 66302, 66302, 66302, 67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67352, 67632, 67632, 66131, 67352, 67352, 67352, 67352, 67352, 67352"
DAIR,D & I Railroad Company,2015,012015,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=DAIR01201520150609,15,6,,,,,,DAIR,D & I Railroad Company,012015,15,6,,9,06/09/2015,5:24 PM,1,Derailment,0,0,0,0,HAWARDEN,,,ALCESTER,29.9,46,SD,SOUTH DAKOTA,127,UNION,8,95,2,Day,1,Clear,1,Main,MAIN,2,2.0,2.0,South,1.0,Freight Train,Yes,RDRC,16,Recorded,16,11314,2,Not Signaled,,Yard/Restricted Limits,L,Special Instructions,,,,,0.0,Not a remotely controlled operation,LGEX,5043.0,48,Yes,,,0,,0.0,0.0,No,4,0,0,0,0,0,0,0,0,0,79,0,15,0,0,9,0,0,0,0,51980,102460,154440,T109,Track alignment irregular (buckled/sunkink),T104,Disturbed ballast section,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,1.0,7.0,24.0,7.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,43.064861,-96.489547,TRAIN DERAILED THE 48TH CAR UNDER THERMAL MISALIGNMENT.,Main,2,Cl,Cl,1,DAIR012015201506,DAIR012015201506,Shortline,Class 3,SMT-8 - Short Line West,DAIR,D & I Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,DAIR,D & I Railroad Company,Not Assigned,POINT (-96.489547 43.064861),T109: Track alignment irregular (sun kink / heat),2,POINT (-96.489547 43.064861),2015-06-09,,,,
RBMN,READING BLUE MOUNTAIN & NORTHERN RAILROAD COMMISSION,2016,L06191601,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=RBMNL0619160120160619,16,6,NS,Norfolk Southern Railway Company,120935,16.0,6.0,RBMN,READING BLUE MOUNTAIN & NORTHERN RAILROAD COMMISSION,L06191601,16,6,,19,06/19/2016,1:32 PM,1,Derailment,0,0,0,0,LEHIGH,,,MOUNTAIN TOP,LS 159,42,PA,PENNSYLVANIA,79,LUZERNE,2,87,2,Day,1,Clear,1,Main,MAIN LINE,4,0.0,1.0,North,,,,,0,,25,0,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56153,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.170585,-75.872959,"NS TRAIN 37T9949 OPERATING NORTH WITH NS 8322-7025-6923, 39 LOADS, AND 99 EMPTIES DERAILED 19 CARS ON THE MAIN LINE DUE TO RAIL SHIFTING UNDER MOVEMENT DUE TO HEAT KINK.",Main,4,3,3,2,RBMNL06191601201606,RBMNL06191601201606,Shortline,Class 3,SMT-2 - Short Line East,RBMN,READING BLUE MOUNTAIN & NORTHERN RAILROAD COMMISSION,Not Assigned,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,Shortline,Class 3,SMT-2 - Short Line East,RBMN,READING BLUE MOUNTAIN & NORTHERN RAILROAD COMMISSION,Not Assigned,POINT (-75.872959 41.170585),T109: Track alignment irregular (sun kink / heat),2,POINT (-75.872959 41.170585),2016-06-19,,,,
BNSF,BNSF Railway Company,2015,KS0615110,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFKS061511020150625,15,6,,,,,,BNSF,BNSF Railway Company,KS0615110,15,6,,25,06/25/2015,12:48 PM,1,Derailment,0,0,0,0,EMPORIA,,,KANSAS CITY,6.7,20,KS,KANSAS,209,WYANDOTTE,6,75,2,Day,2,Cloudy,1,Main,MAIN 5 TRACK,5,66.5,4.0,West,1.0,Freight Train,Yes,CRWM,6,Estimated,6,17012,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,CEFX,45279.0,56,Yes,,,0,,,,No,4,0,0,0,0,0,0,0,0,0,134,0,0,0,0,9,0,0,0,0,18495,53000,71495,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,6.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,39.088418,-94.698853,C-RWMDOL0-45 DERAILED 9 RAILCARS WHILE TRAVERSING MAIN 5 TRACK DUE TO TRACK ALIGNMENT IRREGULAR THERMAL MISALIGNMENT.,Main,5,1,1,1,BNSFKS0615110201506,BNSFKS0615110201506,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-94.698853 39.088418),T109: Track alignment irregular (sun kink / heat),2,POINT (-94.698853 39.088418),2015-06-25,,,,
NS,Norfolk Southern Railway Company,2016,120935,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS12093520160619,16,6,,,,,,RBMN,READING BLUE MOUNTAIN & NORTHERN RAILROAD COMMISSION,L06191601,16,6,,19,06/19/2016,1:32 PM,1,Derailment,1,1,0,0,HARRISBURG,,,MOUNTAIN TOP,LB159.,42,PA,PENNSYLVANIA,79,LUZERNE,2,87,2,Day,1,Clear,1,Main,RBMN MAIN,4,0.0,1.0,North,1.0,Freight Train,Yes,37T9,25,Recorded,25,8458,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,0.0,Not a remotely controlled operation,OCPX,61432.0,72,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,39,0,99,0,0,13,0,4,0,0,56153,0,56153,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,4.0,32.0,4.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.170585,-75.872959,"NS TRAIN 37T9949 OPERATING NORTH WITH NS 8322-7025-6923, 39 LOADS, AND 99 EMPTIES DERAILED 19 CARS ON THE RBMN MAIN DUE TO RAIL SHIFTING UNDER MOVEMENT DUE TO HEAT KINK.",Main,4,1,1,1,RBMNL06191601201606,NS120935201606,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,RBMN,READING BLUE MOUNTAIN & NORTHERN RAILROAD COMMISSION,Not Assigned,POINT (-75.872959 41.170585),T109: Track alignment irregular (sun kink / heat),2,POINT (-75.872959 41.170585),2016-06-19,,,,
BNSF,BNSF Railway Company,2024,PR0624106,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR062410620240624,24,6,,,,,,BNSF,BNSF Railway Company,PR0624106,24,6,,24,06/24/2024,5:40 PM,1,Derailment,0,0,0,0,BIG HORN,,,CLEARMONT,657,56,WY,WYOMING,33,SHERIDAN,8,96,3,Dusk,1,Clear,1,Main,SINGLE MAIN TRACK,4,17.6,3.0,East,1.0,Freight Train,Yes,GHNL,26,Estimated,26,15737,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,BNSF,498594.0,47,Yes,,,0,,,,No,2,0,0,0,1,0,0,0,0,0,110,0,1,0,0,14,0,0,0,0,698897,586129,1285026,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,2.0,40.0,2.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,6408,2,44.685837,-106.352644,G-HNLCOM9-22A REPORTED DERAILING 14 RAILCARS ON SINGLE MAIN TRACK DUE TO TRACK ALIGNMENT IRREGULAR (BUCKLED/SUNKINK). NO HAZMAT RELEASED.,Main,4,1,1,1,BNSFPR0624106202406,BNSFPR0624106202406,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-106.352644 44.685837),T109: Track alignment irregular (sun kink / heat),2,POINT (-106.352644 44.685837),2024-06-24,,,,
BNSF,BNSF Railway Company,2017,PR0617117,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR061711720170620,17,6,,,,,,BNSF,BNSF Railway Company,PR0617117,17,6,,20,06/20/2017,4:16 PM,1,Derailment,23,2,0,0,FRONT RANGE,,,BOULDER,25.4,8,CO,COLORADO,13,BOULDER,6,95,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,12.77,1.0,North,1.0,Freight Train,Yes,HDEN,24,Estimated,24,4665,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,ECUX,844488.0,72,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,22,0,80,0,0,1,0,9,0,0,198640,91491,290131,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,5.0,31.0,5.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.016766,-105.20873,H-DENLAU1-20 DERAILED 10 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK ALIGNMENT IRREGULAR THERMAL MISALIGNMENT. NO HAZARDOUS MATERIALS WERE RELEASED.,Main,4,1,1,1,BNSFPR0617117201706,BNSFPR0617117201706,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-105.20873 40.016766),T109: Track alignment irregular (sun kink / heat),2,POINT (-105.20873 40.016766),2017-06-20,,,,
BNSF,BNSF Railway Company,2012,CO0612110,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFCO061211020120624,12,6,,,,,,BNSF,BNSF Railway Company,CO0612110,12,6,,24,06/24/2012,3:05 PM,1,Derailment,0,0,0,0,FRONT RANGE,,,CHUGWATER,175.5,56,WY,WYOMING,31,PLATTE,6,100,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,9.99,1.0,North,1.0,Freight Train,Yes,EMLT,39,Recorded,39,2991,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,AMTX,10340.0,80,No,,,0,,,,No,2,0,0,0,2,0,0,0,0,1,0,0,120,0,0,0,0,9,0,0,26600,69937,96537,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,25.0,3.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.656872,-105.033279,E-MLTNAMO-67 DERAILED DUE TO THERMAL MISALIGNMENT.,Main,4,1,1,1,BNSFCO0612110201206,BNSFCO0612110201206,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-105.033279 41.656872),T109: Track alignment irregular (sun kink / heat),2,POINT (-105.033279 41.656872),2012-06-24,,,,
UP,Union Pacific Railroad Company,2012,0612NP038,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0612NP03820120623,12,6,,,,,,BNSF,BNSF Railway Company,PR0612103,12,6,,23,06/23/2012,4:49 PM,1,Derailment,0,0,0,0,ORIN,,,BILL,72.4,56,WY,WYOMING,9,CONVERSE,8,103,2,Day,1,Clear,1,Main,NO. 4 MAIN,4,180.3,3.0,East,1.0,Freight Train,Yes,CCDN,42,Recorded,42,19305,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,ETRX,750566.0,105,Yes,,,0,,0.0,0.0,No,2,0,0,0,1,0,0,0,0,0,135,0,0,0,0,23,0,0,0,0,1004375,0,1569691,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,6.0,34.0,6.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,43.348479,-105.321189,"THE CCDNW-23 WAS TRAVELING EAST BOUND ON THE NO. 4 MAIN AT APPROXIMATELY MP72.4 ON THE ORIN SUB WHENTHE TRAIN DERAILED 23 CARS DUE TO THERMAL MISALIGNMENT.  BNSF MAINTAINS TRACK.  BNSF TRACK DAMAGE =$565,316.",Main,4,CL,CL,2,BNSFPR0612103201206,UP0612NP038201206,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-105.321189 43.348479),T109: Track alignment irregular (sun kink / heat),2,POINT (-105.321189 43.348479),2012-06-23,,,,
BNSF,BNSF Railway Company,2014,PR0714102,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR071410220140713,14,7,,,,,,BNSF,BNSF Railway Company,PR0714102,14,7,,13,07/13/2014,7:45 PM,1,Derailment,0,0,0,0,BLACK HILLS,,,NEWCASTLE,499.6,56,WY,WYOMING,45,WESTON,8,79,3,Dusk,2,Cloudy,1,Main,MAIN 1 TRACK,4,120.14,3.0,East,1.0,Freight Train,Yes,CBKM,43,Recorded,43,17029,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,HIPX,24086.0,42,Yes,,,0,,0.0,0.0,No,2,0,0,0,1,0,0,0,0,0,120,0,0,0,0,27,0,0,0,0,1525003,932577,2457580,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,10.0,,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,43.581471,-104.067538,C-BKMSLC1-19 DERAILED 27 CARS WHILE TRAVERSING MAIN 1 TRACK DUE TO TRACK ALIGNMENT IRREGULAR BUCKLED/SUNKINK.,Main,4,1,1,1,BNSFPR0714102201407,BNSFPR0714102201407,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-104.067538 43.581471),T109: Track alignment irregular (sun kink / heat),2,POINT (-104.067538 43.581471),2014-07-13,,,,
BNSF,BNSF Railway Company,2016,TC0616103,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTC061610320160610,16,6,,,,,,BNSF,BNSF Railway Company,TC0616103,16,6,,10,06/10/2016,6:30 PM,1,Derailment,0,0,0,0,MARSHALL,,,COTTONWOOD,49.8,27,MN,MINNESOTA,83,LYON,4,94,3,Dusk,1,Clear,1,Main,SINGLE MAIN TRACK,4,28.29,1.0,North,1.0,Freight Train,Yes,GTUS,42,Recorded,42,16410,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,BNSF,477734.0,83,Yes,,,0,,0.0,0.0,No,1,0,0,0,2,0,0,0,0,0,116,0,0,0,0,24,0,0,0,0,1309159,1168286,2477445,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,6.0,29.0,6.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,44.621915,-95.66442,G-TUSLVW9-09 DERAILED 24 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK ALIGNMENT IRREGULAR BUCKLED/SUNKINK. NO HAZARDOUS MATERIALS WERE RELEASED.,Main,4,1,1,1,BNSFTC0616103201606,BNSFTC0616103201606,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-95.66442 44.621915),T109: Track alignment irregular (sun kink / heat),2,POINT (-95.66442 44.621915),2016-06-10,106716,"106716, 106716, 106716, 106716, 106716, 106716, 106716, 106716","106716, 106716, 106715, 106717, 106717, 106717, 106717, 106718, 106715, 106717, 106715, 106716, 106717, 106717, 106717, 106715, 106715, 106715, 106715, 106716, 106716, 106715, 106715, 106715, 106715, 106715, 106717, 106717, 106717, 106715, 106715, 106715, 106716, 106716, 106715, 106715, 106715, 106715, 106715, 106715, 106715, 106715, 106716, 106715, 106718","106716, 106716, 106716, 106716, 106716, 106716, 106716, 106716"
CVR,Cimarron Valley Railroad L C,2012,W62204,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CVRW6220420120622,12,6,,,,,,CVR,Cimarron Valley Railroad L C,W62204,12,6,,22,06/22/2012,5:15 PM,1,Derailment,0,0,0,0,SYSTEM,,,ELKHART,117.8,20,KS,KANSAS,129,MORTON,6,101,2,Day,1,Clear,1,Main,MAINLINE TRACK 1899,1,0.13,3.0,East,1.0,Freight Train,Yes,SW 2,10,Estimated,10,3900,2,Not Signaled,,Direct Train Control,F,Direct Traffic Control,P,Track Warrant Control,,,0.0,Not a remotely controlled operation,BN,447980.0,21,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,4,0,0,0,0,105000,41000,146000,T109,Track alignment irregular (buckled/sunkink),T202,Broken Rail - Base [Desc.Changed-Refer to Current/Prev.Guides],T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,8.0,45.0,8.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,37.021111,-101.874086,SUN KICK UNDER TRAIN CAUSING RAIL TO BRAKE AND CARS DERAIL.,Main,1,3,3,1,CVRW62204201206,CVRW62204201206,Switching and Terminal,Class 3,SMT-8 - Short Line West,CVR,Cimarron Valley Railroad L C,"Jaguar Transport, LLC",,,,,,,Switching and Terminal,Class 3,SMT-8 - Short Line West,CVR,Cimarron Valley Railroad L C,"Jaguar Transport, LLC",POINT (-101.874086 37.021111),T109: Track alignment irregular (sun kink / heat),2,POINT (-101.874086 37.021111),2012-06-22,,,,"64937, 64937, 64937"
CMTY,Capital Metropolitan Transportation Authority,2012,D06052012,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CMTYD0605201220120605,12,6,AWRR,Austin Western Railroad,D690512,12.0,6.0,CMTY,Capital Metropolitan Transportation Authority,D06052012,12,6,,5,06/05/2012,5:25 PM,1,Derailment,0,0,0,0,WEST,,,BURNET,118.25,48,TX,TEXAS,53,BURNET,5,93,2,Day,1,Clear,1,Main,MAIN,2,6.0,3.0,East,,,,,0,,7,0,2,Not Signaled,,Yard/Restricted Limits,,,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,46000,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,30.4504,-98.1415,"TRAIN WENT INTO EMERGENCY. CONDUCTOR FOUND CARS #96,97,108,109, 110,111 AND 112 DERAILED DUE TO SUNKINK IN RAIL",Main,2,3,3,2,CMTYD06052012201206,CMTYD06052012201206,"Tourist, Excursion, Historical",Class 3,SMT-7 - Commuter West,CMTY,Capital Metropolitan Transportation Authority,Not Assigned,Shortline,Class 3,SMT-8 - Short Line West,AWRR,Austin Western Railroad,Watco,"Tourist, Excursion, Historical",Class 3,SMT-7 - Commuter West,CMTY,Capital Metropolitan Transportation Authority,Not Assigned,POINT (-98.1415 30.4504),T109: Track alignment irregular (sun kink / heat),2,POINT (-98.1415 30.4504),2012-06-05,,,,
BNSF,BNSF Railway Company,2016,TC0616108,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTC061610820160609,16,6,,,,,,BNSF,BNSF Railway Company,TC0616108,16,6,,9,06/09/2016,5:30 PM,1,Derailment,6,6,1,0,ABERDEEN,,,TULARE,732.0,46,SD,SOUTH DAKOTA,115,SPINK,8,93,3,Dusk,1,Clear,1,Main,SINGLE MAIN TRACK,3,7.99,4.0,West,1.0,Freight Train,Yes,LTWI,21,Recorded,21,11368,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,TCBX,194096.0,77,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,77,0,23,0,0,9,0,0,0,0,434488,65000,499488,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,1.0,9.0,30.0,9.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,44.799673,-98.494919,"L-TWI6631-09 DERAILED 9 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK ALIGNMENT IRREGULARBUCKLED/SUNKINK.  HAZARDOUS RELEASE DETAILS: HAZMAT STCC: 4909152.  GATX 33075, ALCOHOLS, N.O.S., 20 GALLONS.",Main,3,1,1,1,BNSFTC0616108201606,BNSFTC0616108201606,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-98.494919 44.799673),T109: Track alignment irregular (sun kink / heat),2,POINT (-98.494919 44.799673),2016-06-09,,,,
