Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Type,geometry,Accident_Date,HUC2,HUC4,HUC6,HUC8,HUC10,HUC12
UP,Union Pacific Railroad Company,2015,0615NP020,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0615NP02020150613,15,6,,,,,,UP,Union Pacific Railroad Company,0615NP020,15,6,,13,06/13/2015,2:34 AM,13,Other (describe in narrative),0,0,0,0,POWDER RIVER SUB,,,MANVILLE,244.0,56,WY,WYOMING,27,NIOBRARA,8,50,4,Dark,3,Rain,1,Main,NO. 2 MAIN,4,189.6,4.0,West,1,Freight Train,No,CPLN,0,Recorded,0,2894,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,CWEX,6451,10,No,,,0,,,,No,2,0,0,0,1,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,961461,821347,1782808,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,42.78121,-104.611835,FLASH FLOOD BETWEEN MP233 AND 247 ON POWDER RIVER SUB.  THE CPLNA-02 WAS STRANDED ON THE NO. 2 MAINTRACK DUE TO WASHOUTS.  THERE WAS NO DERAILMENT BUT 68 CARS AND DPU UP6915 SUFFERED DAMAGE.,Main,4,CL,CL,1,UP0615NP020201506,UP0615NP020201506,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-104.611835 42.78121),1,POINT (-104.611835 42.78121),2015-06-13,"95343, 95633, 95633, 95179, 95753, 95753, 95753, 95178, 97618, 97790, 98384, 94842, 94842, 94842, 94842, 95655, 97618",,,,,
UP,Union Pacific Railroad Company,2018,0918TC020,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0918TC02020180923,18,9,,,,,,UP,Union Pacific Railroad Company,0918TC020,18,9,,23,09/23/2018,3:49 AM,1,Derailment,0,0,0,0,WORTHINGTON SUB,,,ALTON,227.47,19,IA,IOWA,167,SIOUX,6,60,4,Dark,1,Clear,1,Main,SINGLE MAIN TRACK,4,10.7,2.0,South,1,Freight Train,Yes,MVPN,40,Recorded,40,13375,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,WWUX,16428,15,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,95,0,0,0,0,38,0,0,0,0,2459119,3857944,6317063,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,1.0,7.0,44.0,7.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,42.990697,-96.00541,"MVPNP-22, LEAD LOCOMOTIVE UP7384, DERAILED 38 CARS AT MP 227.47 WHILE RUNNING AT 40 MPH ON THE WORTHINGTON SUB.  DERAILMENT DESTROYED THE BRIDGE AT THIS LOCATION OVER THE FLOYD RIVER.",Main,4,CL,CL,1,UP0918TC020201809,UP0918TC020201809,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-96.00541 42.990697),1,POINT (-96.00541 42.990697),2018-09-23,"130804, 130804, 130804, 130802, 130802, 130802, 130802, 130802, 130802, 130802, 130802, 130752, 130752, 130752, 130752, 130752, 130752, 130752, 130752, 130752, 130752, 130752, 130752, 130746, 130746, 130746, 130746, 130739, 130739, 130739, 130756, 130756, 130803, 130803, 130739, 130739, 130743, 130743, 130743, 130807, 130807, 130807, 130807, 130807, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834","130802, 130752, 130807, 130807, 130807, 130807, 130807, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834","130802, 130752, 130807, 130807, 130807, 130807, 130807, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834, 130834","130807, 130807, 130807, 130807, 130807","130807, 130807, 130807, 130807, 130807",130807
UP,Union Pacific Railroad Company,2011,0911ST005,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0911ST00520110913,11,9,,,,,,UP,Union Pacific Railroad Company,0911ST005,11,9,,13,09/13/2011,8:40 PM,1,Derailment,0,0,0,0,GILA SUB,,,TUCSON,987.0,4,AZ,ARIZONA,19,PIMA,7,98,4,Dark,2,Cloudy,2,Yard,RIP TRACK,1,,3.0,East,7,Yard/switching,Yes,YTU2,4,Estimated,4,1073,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,3,Remote control portable transmitter - more than one remote control transmitter,CN,704647,15,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,1,0,0,0,0,133,46383,46516,M103,Extreme environmental condition - FLOOD,T110,Wide gage (due to defective or missing crossties),M103,Extreme environmental condition - FLOOD,2.0,0.0,0.0,0.0,5.0,40.0,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,32.195389,-110.928526,"THE YTU22R-13 WAS PULLING CARS OUT OF THE RIP TRACK 510 WHEN THE REAR CAR CAME OFF THE RAIL.  THE POINT OF DERAILMENT SHOWS THAT THE RAIL SPREAD DUE TO WET SUBGRADE.  AS THE RAIL SPREAD, THE REAR TRUCK AND WHEELS RODE THE INSIDE OF THE RAIL UNTIL THE NORTH RAIL ROLLED OVER AND BOTH WHEELS HAD COME OFF THE RAIL.  IT APPEARS THAT DUE TO THE HEAVY RAINS AND FLOODING IN THE AREA THAT THE TRACK STRUCTURE GAVE OUT.  NO INJURIES WERE REPORTED.",Yard,1,CL,CL,1,UP0911ST005201109,UP0911ST005201109,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-110.928526 32.195389),1,POINT (-110.928526 32.195389),2011-09-13,"55721, 55721, 55720, 58132, 57753",,,,,
WC,WISCONSIN CENTRAL LTD.,2018,957890,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC95789020180504,18,5,,,,,,WC,WISCONSIN CENTRAL LTD.,957890,18,5,,4,05/04/2018,1:30 AM,1,Derailment,0,0,0,0,MANITOWOC,,,POTTER,19.78,55,WI,WISCONSIN,15,CALUMET,4,50,4,Dark,3,Rain,1,Main,SINGLE MAIN,3,0.59,3.0,East,1,Freight Train,Yes,L524,30,Recorded,30,1780,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,GTW,5850,1,,,,0,,,,No,1,0,0,0,0,0,0,0,0,0,11,0,7,0,0,1,0,3,0,0,17252,28811,46063,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,4.0,30.0,4.0,30.0,0,1,0,0,0,0,0,1,0,1,0,1,CWR,000-000-000,44.129831,-88.111913,"L52481-04 WAS TRAVELING EAST ON SINGLE MAIN TRACK WHEN THEY CAME UPON A WASHOUT DUE TO HEAVY RAINS AND FLOODING IN THE AREA. THE ENGINEER PLACED THE TRAIN IN EMERGENCY. THE INCIDENT CAUSED DAMAGE TO THE LOCOMOTIVE'S FUEL TANK CAUSING APPROX. 500 GALLONS OF DIESEL FUEL TO LEAK. FOUR CARS WERE DERAILED: NRLX 400425, UP 94773, UP 94615 AND ADMX 63096. THE ENGINEER REPORTED AN INJURY TO HIS BACK.",Main,3,No,No,1,WC957890201805,WC957890201805,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-88.111913 44.129831),1,POINT (-88.111913 44.129831),2018-05-04,"124117, 124117, 126353, 126353","126353, 126353",126353,126353,126353,
NS,Norfolk Southern Railway Company,2013,106165,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS10616520130828,13,8,,,,,,NS,Norfolk Southern Railway Company,106165,13,8,,28,08/28/2013,12:30 PM,13,Other (describe in narrative),0,0,0,0,PITTSBURG,,,BLAIRSVILLE,LC011.,42,PA,PENNSYLVANIA,63,INDIANA,2,75,2,Day,3,Rain,1,Main,DOUBLE CONNEMAUGH MA,3,0.0,1.0,North,6,Cut of cars,No,518C,0,Recorded,0,9000,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,0,Not a remotely controlled operation,NS,390893,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,26400,500,26900,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,40.42518,-79.256853,"518C227 STOPPED WITH O UNITS, 64 LOADS, 0 EMPTIES, AND 9000 TONS ON CO NEMAUGH LINE MAIN HAD 11 CARSDAMAGED FROM PARTIAL SUBMERSION IN FLOOD WATER DUE TO FLASH FLOODING.",Main,3,1,1,1,NS106165201308,NS106165201308,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-79.256853 40.42518),1,POINT (-79.256853 40.42518),2013-08-28,"77025, 77025, 77040, 77040, 77025, 77025, 77025, 77025, 77025, 79346, 77040, 77040, 77040, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79347, 79347, 79347, 79346, 79346","77040, 77040, 79346, 77040, 77040, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346","77040, 77040, 79346, 77040, 77040, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346, 79346","77040, 77040, 77040, 77040, 79346","77040, 77040, 77040, 77040, 79346",
UP,Union Pacific Railroad Company,2013,0413PR007,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0413PR00720130409,13,4,,,,,,UP,Union Pacific Railroad Company,0413PR007,13,4,,9,04/09/2013,11:15 PM,1,Derailment,5,0,0,0,SHORELINE SUB,,,GRAFTON,115.17,55,WI,WISCONSIN,89,OZAUKEE,4,37,4,Dark,3,Rain,1,Main,SINGLE MAIN,2,3.8,1.0,North,1,Freight Train,Yes,LPA7,24,Estimated,24,760,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,ARMN,902105,22,Yes,,,0,,0.0,0.0,No,1,0,0,0,0,0,0,0,0,0,13,0,16,0,0,5,0,0,0,0,120118,154225,274343,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,4.0,15.0,4.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,43.286592,-87.919249,"LPA79-09 DERAILED RBOX39662, CITX703204, ARMN902092, ARMN902061 AND ARMN902105 DUE TO WASHOUT CONDITIONS ON SHORELINE SUBDIVISION.",Main,2,CL,CL,1,UP0413PR007201304,UP0413PR007201304,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-87.919249 43.286592),1,POINT (-87.919249 43.286592),2013-04-09,74366,,,,,
CSX,CSX Transportation,2014,000133453,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013345320140812,14,8,,,,,,CSX,CSX Transportation,000133453,14,8,,12,08/12/2014,4:00 PM,13,Other (describe in narrative),0,0,0,0,BALTIMORE TERMINAL,,,BALTIMORE,0008.0,24,MD,MARYLAND,510,BALTIMORE CITY,2,70,2,Day,3,Rain,2,Yard,E02,1,0.0,3.0,East,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,397647,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2380800,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.260337,-76.650654,CARS AT THE CURTIS BAY COAL PIER WERE FLOODED DURING HEAVY RAIN. THE WATER WENT ABOVE THE BEARINGS ON THE WHEELS OF ON-TRACK EQUIPMENT AND THE WHEELS WERE CHANGED OUT PER AAR RULES. NO DERAILMENT ANDNOT TRACK DAMAGE.,Yard,1,1,1,3,CSX000133453201408,CSX000133453201408,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.650654 39.260337),1,POINT (-76.650654 39.260337),2014-08-12,"89712, 89712, 89712, 89712, 89712, 89712, 89712, 89713, 87306, 87306, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87305, 87305, 89712, 89712, 89712, 89712, 89712, 87305, 87305, 89712, 89712, 89712, 87305, 89712, 89712, 89712, 89712, 87305, 87305, 87304, 87306, 89650, 87306, 89712, 89712, 89714, 89714, 89714, 89714, 87304, 89712, 89712, 89712, 89712, 89714","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712",89712
CC,"Chicago, Central & Pacific Railroad Company",2013,774769,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CC77476920130313,13,3,,,,,,CC,"Chicago, Central & Pacific Railroad Company",774769,13,3,,13,03/13/2013,5:00 AM,13,Other (describe in narrative),2,2,0,0,CEDAR RAPIDS,,,CEDAR RAPIDS,41.05,19,IA,IOWA,113,LINN,6,20,4,Dark,1,Clear,2,Yard,TRACK CR06,1,,,,6,Cut of cars,No,,0,Recorded,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,ADMX,49016,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,30628,0,47312,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.991809,-91.673441,ICE JAM ON THE CEDAR RIVER CAUSED FLOOD WATERS TO BACK UP INTO THE CEDAR RAPIDS YARD. 13 CARS ON TRACK CR06 AND 6 CARS ON TRACK CR23 WERE UNDER WATER REQUIRING WHEELS/BEARING TO BE CHANGED OUT. NO CARS WERE DERAILED AND NO DAMAGES TO TRACKS.,Yard,1,No,No,1,CC774769201303,CC774769201303,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-91.673441 41.991809),1,POINT (-91.673441 41.991809),2013-03-13,"73227, 73227, 73227",,,,,
CSX,CSX Transportation,2014,000133453,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013345320140812,14,8,,,,,,CSX,CSX Transportation,000133453,14,8,,12,08/12/2014,4:00 PM,13,Other (describe in narrative),0,0,0,0,BALTIMORE TERMINAL,,,BALTIMORE,0008.0,24,MD,MARYLAND,510,BALTIMORE CITY,2,70,2,Day,3,Rain,2,Yard,E06,1,0.0,3.0,East,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,301629,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2380800,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.260337,-76.650654,CARS AT THE CURTIS BAY COAL PIER WERE FLOODED DURING HEAVY RAIN. THE WATER WENT ABOVE THE BEARINGS ON THE WHEELS OF ON-TRACK EQUIPMENT AND THE WHEELS WERE CHANGED OUT PER AAR RULES. NO DERAILMENT ANDNOT TRACK DAMAGE.,Yard,1,1,1,3,CSX000133453201408,CSX000133453201408,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.650654 39.260337),1,POINT (-76.650654 39.260337),2014-08-12,"89712, 89712, 89712, 89712, 89712, 89712, 89712, 89713, 87306, 87306, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87305, 87305, 89712, 89712, 89712, 89712, 89712, 87305, 87305, 89712, 89712, 89712, 87305, 89712, 89712, 89712, 89712, 87305, 87305, 87304, 87306, 89650, 87306, 89712, 89712, 89714, 89714, 89714, 89714, 87304, 89712, 89712, 89712, 89712, 89714","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712",89712
CSX,CSX Transportation,2014,000133453,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013345320140812,14,8,,,,,,CSX,CSX Transportation,000133453,14,8,,12,08/12/2014,4:00 PM,13,Other (describe in narrative),0,0,0,0,BALTIMORE TERMINAL,,,BALTIMORE,0008.0,24,MD,MARYLAND,510,BALTIMORE CITY,2,70,2,Day,3,Rain,2,Yard,E01,1,0.0,3.0,East,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,398522,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,2380800,0,2380800,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.260337,-76.650654,CARS AT THE CURTIS BAY COAL PIER WERE FLOODED DURING HEAVY RAIN. THE WATER WENT ABOVE THE BEARINGS ON THE WHEELS OF ON-TRACK EQUIPMENT AND THE WHEELS WERE CHANGED OUT PER AAR RULES. NO DERAILMENT ANDNOT TRACK DAMAGE.,Yard,1,1,1,1,CSX000133453201408,CSX000133453201408,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.650654 39.260337),1,POINT (-76.650654 39.260337),2014-08-12,"89712, 89712, 89712, 89712, 89712, 89712, 89712, 89713, 87306, 87306, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87305, 87305, 89712, 89712, 89712, 89712, 89712, 87305, 87305, 89712, 89712, 89712, 87305, 89712, 89712, 89712, 89712, 87305, 87305, 87304, 87306, 89650, 87306, 89712, 89712, 89714, 89714, 89714, 89714, 87304, 89712, 89712, 89712, 89712, 89714","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712",89712
BNSF,BNSF Railway Company,2015,NE0615111,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFNE061511120150624,15,6,,,,,,BNSF,BNSF Railway Company,NE0615111,15,6,,24,06/24/2015,6:00 PM,13,Other (describe in narrative),0,0,0,0,OTTUMWA,,,ALBIA,309.7,19,IA,IOWA,135,MONROE,6,70,2,Day,3,Rain,1,Main,MAIN 1 TRACK,4,61.13,4.0,West,1,Freight Train,Yes,HGAL,1,Recorded,1,8711,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,BNSF,7522,1,,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,53,0,66,0,0,0,0,0,0,0,24995,0,24995,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,,43.0,,43.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.003613,-92.901491,"H-GALLIN1-24 EXPERIENCED DAMAGE TO RAILCARS WHILE STAGED ON MAIN 1 TRACK DUE TO EXTREME ENVIRONMENTAL CONDITIONALS, FLOOD.",Main,4,1,1,1,BNSFNE0615111201506,BNSFNE0615111201506,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-92.901491 41.003613),1,POINT (-92.901491 41.003613),2015-06-24,"95985, 97964, 96426, 96424, 96424, 96424, 96424, 96426, 96424, 95578",95985,95985,,,
BVRR,"Boise Valley Railroad, LLC",2020,201108002,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BVRR20110800220201108,20,11,,,,,,BVRR,"Boise Valley Railroad, LLC",201108002,20,11,,8,11/08/2020,1:00 PM,13,Other (describe in narrative),5,5,0,0,BOISE,,,NAMPA,466.5,16,ID,IDAHO,27,CANYON,8,32,2,Day,3,Rain,4,Industry,TRACK 772,1,,,,6,Cut of cars,No,,0,,0,504,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,UTLX,902067,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15000,0,15000,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,43.601057,-116.549289,"PCA HAD A WATER PIPE BURST AND CAUSE FLOODING ON BVRR TRACKS 771, 772 AND 113-1 ON BOISE SUBDIVISION. TRACKS WERE UNDER WATER AND TRACK 772 HAD 5 CARS ON IT THAT REQUIRED WHEEL CHANGE OUT. NO INJURIES, BVRR CREWS NOT INVOLVED.",Industry,1,3,3,1,BVRR201108002202011,BVRR201108002202011,Shortline,Class 3,SMT-8 - Short Line West,BVRR,"Boise Valley Railroad, LLC",Watco,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,BVRR,"Boise Valley Railroad, LLC",Watco,POINT (-116.549289 43.601057),1,POINT (-116.549289 43.601057),2020-11-08,,,,,,
